depth,split,filename,question_id,rollout_idx,prefix_idx,label,y,score
24,train,bb_tracking_shuffled_objects_five_objects_175_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_175,17,1,yes,1,2.0342600345611572
24,train,race_35513_rollout_018_prefix_1.json,race_35513,18,1,yes,1,4.681731224060059
24,train,bb_logical_deduction_five_objects_223_rollout_022_prefix_0.json,bb_logical_deduction_five_objects_223,22,0,no,0,-1.8943877220153809
24,train,dd_0762_rollout_018_prefix_0.json,dd_0762,18,0,yes,1,3.087402820587158
24,train,dd_0503_rollout_028_prefix_0.json,dd_0503,28,0,yes,1,3.0764806270599365
24,train,gpqa_chem_121_rollout_019_prefix_1.json,gpqa_chem_121,19,1,no,0,-2.116074323654175
24,train,dd_0328_rollout_009_prefix_0.json,dd_0328,9,0,yes,1,4.325186252593994
24,train,dd_0525_rollout_017_prefix_1.json,dd_0525,17,1,yes,1,5.825098991394043
24,train,bb_temporal_sequences_096_rollout_010_prefix_0.json,bb_temporal_sequences_096,10,0,yes,1,6.689058780670166
24,train,bb_temporal_sequences_170_rollout_002_prefix_0.json,bb_temporal_sequences_170,2,0,yes,1,5.067566871643066
24,train,dd_0113_rollout_024_prefix_0.json,dd_0113,24,0,yes,1,2.0194523334503174
24,train,race_12137_rollout_025_prefix_0.json,race_12137,25,0,yes,1,1.6386758089065552
24,train,race_2256_rollout_002_prefix_3.json,race_2256,2,3,yes,1,2.4051382541656494
24,train,dd_0049_rollout_014_prefix_0.json,dd_0049,14,0,yes,1,2.4769344329833984
24,train,race_1012_rollout_019_prefix_2.json,race_1012,19,2,no,0,-3.454176187515259
24,train,dd_1056_rollout_022_prefix_0.json,dd_1056,22,0,no,0,-5.858806610107422
24,train,dd_1270_rollout_017_prefix_0.json,dd_1270,17,0,yes,1,2.6777572631835938
24,train,bb_causal_judgement_093_rollout_013_prefix_0.json,bb_causal_judgement_093,13,0,yes,1,3.483083963394165
24,train,bb_web_of_lies_120_rollout_024_prefix_3.json,bb_web_of_lies_120,24,3,no,0,-4.689055442810059
24,train,dd_0809_rollout_002_prefix_0.json,dd_0809,2,0,yes,1,11.490935325622559
24,train,race_13964_rollout_025_prefix_1.json,race_13964,25,1,yes,1,1.7212265729904175
24,train,bb_navigate_163_rollout_018_prefix_0.json,bb_navigate_163,18,0,yes,1,2.5598812103271484
24,train,gpqa_chem_084_rollout_015_prefix_4.json,gpqa_chem_084,15,4,no,0,-5.722675800323486
24,train,dd_1310_rollout_014_prefix_0.json,dd_1310,14,0,yes,1,4.664515495300293
24,train,bb_navigate_104_rollout_006_prefix_0.json,bb_navigate_104,6,0,yes,1,2.762636184692383
24,train,dd_0908_rollout_003_prefix_1.json,dd_0908,3,1,yes,1,3.604142665863037
24,train,dd_1109_rollout_010_prefix_0.json,dd_1109,10,0,no,0,-4.414096832275391
24,train,dd_0935_rollout_011_prefix_0.json,dd_0935,11,0,yes,1,4.564990043640137
24,train,bb_ruin_names_027_rollout_012_prefix_0.json,bb_ruin_names_027,12,0,no,0,-2.5967869758605957
24,train,dd_0942_rollout_021_prefix_1.json,dd_0942,21,1,yes,1,1.6541515588760376
24,train,race_43479_rollout_029_prefix_11.json,race_43479,29,11,no,0,-1.9734221696853638
24,train,race_55955_rollout_005_prefix_6.json,race_55955,5,6,no,0,-5.291036605834961
24,train,dd_1168_rollout_027_prefix_1.json,dd_1168,27,1,no,0,-2.954420804977417
24,train,gpqa_chem_103_rollout_004_prefix_8.json,gpqa_chem_103,4,8,no,0,-4.267806529998779
24,train,gpqa_chem_060_rollout_005_prefix_1.json,gpqa_chem_060,5,1,no,0,-2.391373872756958
24,train,dd_0787_rollout_015_prefix_1.json,dd_0787,15,1,yes,1,11.683448791503906
24,train,race_58589_rollout_013_prefix_17.json,race_58589,13,17,no,0,-6.393378257751465
24,train,race_58589_rollout_021_prefix_15.json,race_58589,21,15,no,0,-3.132927656173706
24,train,race_31224_rollout_006_prefix_7.json,race_31224,6,7,no,0,-1.428353190422058
24,train,bb_logical_deduction_five_objects_136_rollout_018_prefix_1.json,bb_logical_deduction_five_objects_136,18,1,no,0,-2.73555326461792
24,train,dd_0813_rollout_017_prefix_0.json,dd_0813,17,0,yes,1,6.391080379486084
24,train,race_20179_rollout_013_prefix_4.json,race_20179,13,4,no,0,-5.553603172302246
24,train,dd_1288_rollout_017_prefix_1.json,dd_1288,17,1,yes,1,6.180685043334961
24,train,race_27111_rollout_007_prefix_0.json,race_27111,7,0,yes,1,4.925282001495361
24,train,dd_0808_rollout_008_prefix_0.json,dd_0808,8,0,yes,1,8.079573631286621
24,train,dd_1186_rollout_006_prefix_0.json,dd_1186,6,0,yes,1,2.8090426921844482
24,train,dd_0894_rollout_002_prefix_0.json,dd_0894,2,0,yes,1,7.842667579650879
24,train,dd_1023_rollout_008_prefix_0.json,dd_1023,8,0,yes,1,10.379867553710938
24,train,bb_web_of_lies_006_rollout_027_prefix_3.json,bb_web_of_lies_006,27,3,no,0,-2.922109842300415
24,train,dd_1124_rollout_001_prefix_1.json,dd_1124,1,1,yes,1,3.36494517326355
24,train,race_22819_rollout_003_prefix_8.json,race_22819,3,8,no,0,-3.6515564918518066
24,train,dd_0578_rollout_011_prefix_1.json,dd_0578,11,1,no,0,-2.0133845806121826
24,train,dd_0578_rollout_019_prefix_0.json,dd_0578,19,0,yes,1,2.7878687381744385
24,train,dd_1313_rollout_014_prefix_0.json,dd_1313,14,0,yes,1,2.726637840270996
24,train,dd_0231_rollout_006_prefix_2.json,dd_0231,6,2,no,0,-2.4733996391296387
24,train,dd_0066_rollout_001_prefix_2.json,dd_0066,1,2,no,0,-4.7261176109313965
24,train,dd_0984_rollout_002_prefix_1.json,dd_0984,2,1,yes,1,3.3268706798553467
24,train,dd_1227_rollout_017_prefix_1.json,dd_1227,17,1,yes,1,5.438492298126221
24,train,race_11809_rollout_017_prefix_2.json,race_11809,17,2,no,0,-2.304147481918335
24,train,bb_date_understanding_098_rollout_027_prefix_1.json,bb_date_understanding_098,27,1,no,0,-3.67307186126709
24,train,bb_logical_deduction_five_objects_072_rollout_028_prefix_2.json,bb_logical_deduction_five_objects_072,28,2,no,0,-2.501523971557617
24,train,bb_navigate_011_rollout_007_prefix_1.json,bb_navigate_011,7,1,no,0,-2.7043023109436035
24,train,dd_0908_rollout_007_prefix_0.json,dd_0908,7,0,yes,1,4.254713535308838
24,train,bb_causal_judgement_013_rollout_022_prefix_0.json,bb_causal_judgement_013,22,0,yes,1,7.6916279792785645
24,train,dd_0624_rollout_026_prefix_0.json,dd_0624,26,0,yes,1,3.274235486984253
24,train,dd_0237_rollout_016_prefix_1.json,dd_0237,16,1,yes,1,4.584666728973389
24,train,dd_0386_rollout_018_prefix_2.json,dd_0386,18,2,no,0,-2.8808743953704834
24,train,dd_0550_rollout_016_prefix_0.json,dd_0550,16,0,yes,1,1.4932588338851929
24,train,dd_0624_rollout_021_prefix_1.json,dd_0624,21,1,yes,1,3.508488893508911
24,train,dd_0655_rollout_011_prefix_0.json,dd_0655,11,0,yes,1,1.402748703956604
24,train,bb_web_of_lies_017_rollout_020_prefix_2.json,bb_web_of_lies_017,20,2,no,0,-2.200124979019165
24,train,race_11809_rollout_027_prefix_0.json,race_11809,27,0,yes,1,1.6660345792770386
24,train,bb_navigate_011_rollout_002_prefix_0.json,bb_navigate_011,2,0,yes,1,1.5106886625289917
24,train,bb_web_of_lies_249_rollout_025_prefix_0.json,bb_web_of_lies_249,25,0,yes,1,7.2133026123046875
24,train,dd_0631_rollout_020_prefix_1.json,dd_0631,20,1,yes,1,6.369787693023682
24,train,dd_0531_rollout_024_prefix_1.json,dd_0531,24,1,yes,1,2.968874931335449
24,train,dd_0883_rollout_018_prefix_1.json,dd_0883,18,1,yes,1,4.247035980224609
24,train,dd_1293_rollout_010_prefix_0.json,dd_1293,10,0,yes,1,7.03833532333374
24,train,race_0354_rollout_026_prefix_17.json,race_0354,26,17,no,0,-1.0261194705963135
24,train,bb_logical_deduction_five_objects_052_rollout_007_prefix_0.json,bb_logical_deduction_five_objects_052,7,0,yes,1,6.095821380615234
24,train,bb_temporal_sequences_240_rollout_000_prefix_1.json,bb_temporal_sequences_240,0,1,yes,1,7.485124588012695
24,train,dd_0666_rollout_007_prefix_0.json,dd_0666,7,0,yes,1,2.395585298538208
24,train,dd_0231_rollout_001_prefix_1.json,dd_0231,1,1,yes,1,5.211520671844482
24,train,dd_0624_rollout_021_prefix_0.json,dd_0624,21,0,yes,1,8.164420127868652
24,train,dd_1115_rollout_000_prefix_0.json,dd_1115,0,0,yes,1,3.4363186359405518
24,train,bb_web_of_lies_120_rollout_016_prefix_5.json,bb_web_of_lies_120,16,5,no,0,-3.5312068462371826
24,train,dd_0942_rollout_014_prefix_0.json,dd_0942,14,0,yes,1,3.704926013946533
24,train,dd_0190_rollout_028_prefix_0.json,dd_0190,28,0,yes,1,5.0570807456970215
24,train,bb_logical_deduction_five_objects_223_rollout_026_prefix_2.json,bb_logical_deduction_five_objects_223,26,2,no,0,-2.467996597290039
24,train,dd_0657_rollout_007_prefix_0.json,dd_0657,7,0,yes,1,6.23008918762207
24,train,race_20179_rollout_016_prefix_2.json,race_20179,16,2,no,0,-1.2774430513381958
24,train,dd_0792_rollout_007_prefix_0.json,dd_0792,7,0,no,0,-3.263915538787842
24,train,gpqa_chem_044_rollout_015_prefix_0.json,gpqa_chem_044,15,0,yes,1,7.285943031311035
24,train,gpqa_chem_109_rollout_016_prefix_2.json,gpqa_chem_109,16,2,no,0,-6.17107629776001
24,train,bb_tracking_shuffled_objects_five_objects_128_rollout_012_prefix_1.json,bb_tracking_shuffled_objects_five_objects_128,12,1,yes,1,3.139500617980957
24,train,dd_0649_rollout_001_prefix_0.json,dd_0649,1,0,no,0,-2.549145221710205
24,train,bb_logical_deduction_five_objects_005_rollout_021_prefix_2.json,bb_logical_deduction_five_objects_005,21,2,no,0,-2.1674811840057373
24,train,dd_0356_rollout_027_prefix_0.json,dd_0356,27,0,yes,1,9.813520431518555
24,train,dd_0328_rollout_004_prefix_0.json,dd_0328,4,0,yes,1,5.6334075927734375
24,train,gpqa_chem_106_rollout_014_prefix_3.json,gpqa_chem_106,14,3,no,0,-5.010066509246826
24,train,dd_0342_rollout_021_prefix_2.json,dd_0342,21,2,no,0,-1.43126380443573
24,train,race_9138_rollout_015_prefix_0.json,race_9138,15,0,yes,1,4.7746477127075195
24,train,dd_0586_rollout_003_prefix_2.json,dd_0586,3,2,yes,1,5.774805068969727
24,train,dd_0633_rollout_001_prefix_0.json,dd_0633,1,0,yes,1,3.7079720497131348
24,train,race_60630_rollout_002_prefix_1.json,race_60630,2,1,no,0,-1.7473583221435547
24,train,race_6996_rollout_022_prefix_4.json,race_6996,22,4,no,0,-1.6494923830032349
24,train,race_56669_rollout_007_prefix_0.json,race_56669,7,0,yes,1,4.141972064971924
24,train,dd_0576_rollout_021_prefix_1.json,dd_0576,21,1,yes,1,2.0632920265197754
24,train,race_22819_rollout_008_prefix_7.json,race_22819,8,7,no,0,-2.5877084732055664
24,train,dd_1227_rollout_009_prefix_0.json,dd_1227,9,0,yes,1,5.398250102996826
24,train,race_9138_rollout_029_prefix_2.json,race_9138,29,2,yes,1,2.041264533996582
24,train,dd_0091_rollout_001_prefix_0.json,dd_0091,1,0,no,0,-2.0458579063415527
24,train,dd_1126_rollout_020_prefix_1.json,dd_1126,20,1,no,0,-2.7758405208587646
24,train,dd_0328_rollout_029_prefix_0.json,dd_0328,29,0,yes,1,3.133908748626709
24,train,dd_0808_rollout_012_prefix_0.json,dd_0808,12,0,yes,1,6.99936580657959
24,train,race_12757_rollout_027_prefix_0.json,race_12757,27,0,yes,1,3.994248151779175
24,train,dd_0044_rollout_027_prefix_0.json,dd_0044,27,0,yes,1,3.7275803089141846
24,train,dd_0908_rollout_011_prefix_2.json,dd_0908,11,2,no,0,-3.634490728378296
24,train,race_43479_rollout_010_prefix_23.json,race_43479,10,23,no,0,-4.518211841583252
24,train,race_43479_rollout_019_prefix_9.json,race_43479,19,9,no,0,-3.5206522941589355
24,train,bb_date_understanding_017_rollout_022_prefix_19.json,bb_date_understanding_017,22,19,no,0,-1.819089651107788
24,train,bb_date_understanding_098_rollout_005_prefix_0.json,bb_date_understanding_098,5,0,yes,1,2.0320749282836914
24,train,bb_date_understanding_108_rollout_027_prefix_1.json,bb_date_understanding_108,27,1,yes,1,6.386589050292969
24,train,bb_logical_deduction_five_objects_057_rollout_016_prefix_2.json,bb_logical_deduction_five_objects_057,16,2,no,0,-1.4241033792495728
24,train,dd_0143_rollout_015_prefix_2.json,dd_0143,15,2,yes,1,3.825124502182007
24,train,dd_0981_rollout_019_prefix_0.json,dd_0981,19,0,yes,1,3.2464101314544678
24,train,dd_0272_rollout_020_prefix_0.json,dd_0272,20,0,yes,1,6.451326847076416
24,train,dd_1210_rollout_021_prefix_0.json,dd_1210,21,0,yes,1,2.7339425086975098
24,train,bb_causal_judgement_093_rollout_020_prefix_1.json,bb_causal_judgement_093,20,1,no,0,-1.5691031217575073
24,train,bb_navigate_011_rollout_003_prefix_2.json,bb_navigate_011,3,2,no,0,-2.1671712398529053
24,train,bb_temporal_sequences_120_rollout_011_prefix_0.json,bb_temporal_sequences_120,11,0,yes,1,4.5150322914123535
24,train,race_33977_rollout_002_prefix_0.json,race_33977,2,0,yes,1,3.9755828380584717
24,train,bb_tracking_shuffled_objects_five_objects_066_rollout_017_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,17,0,yes,1,2.247673749923706
24,train,dd_0008_rollout_001_prefix_0.json,dd_0008,1,0,yes,1,3.625319004058838
24,train,bb_navigate_011_rollout_004_prefix_2.json,bb_navigate_011,4,2,no,0,-3.188080072402954
24,train,dd_0034_rollout_003_prefix_2.json,dd_0034,3,2,yes,1,2.1567599773406982
24,train,dd_0382_rollout_004_prefix_0.json,dd_0382,4,0,yes,1,3.3221895694732666
24,train,gpqa_chem_133_rollout_009_prefix_0.json,gpqa_chem_133,9,0,yes,1,2.5532777309417725
24,train,gpqa_chem_173_rollout_010_prefix_2.json,gpqa_chem_173,10,2,no,0,-5.095945358276367
24,train,race_60630_rollout_003_prefix_0.json,race_60630,3,0,yes,1,-0.34735366702079773
24,train,bb_tracking_shuffled_objects_five_objects_077_rollout_008_prefix_0.json,bb_tracking_shuffled_objects_five_objects_077,8,0,yes,1,6.079089641571045
24,train,dd_0578_rollout_021_prefix_0.json,dd_0578,21,0,yes,1,7.4637675285339355
24,train,dd_0847_rollout_009_prefix_2.json,dd_0847,9,2,yes,1,4.097663402557373
24,train,race_30612_rollout_002_prefix_0.json,race_30612,2,0,no,0,-1.5668941736221313
24,train,race_30612_rollout_021_prefix_0.json,race_30612,21,0,yes,1,2.6747782230377197
24,train,dd_0755_rollout_022_prefix_2.json,dd_0755,22,2,no,0,-1.6724879741668701
24,train,dd_1038_rollout_005_prefix_0.json,dd_1038,5,0,yes,1,5.7237372398376465
24,train,dd_0296_rollout_000_prefix_0.json,dd_0296,0,0,yes,1,3.001004219055176
24,train,dd_0386_rollout_026_prefix_0.json,dd_0386,26,0,yes,1,3.6486802101135254
24,train,dd_0238_rollout_017_prefix_0.json,dd_0238,17,0,yes,1,4.996429443359375
24,train,dd_0328_rollout_001_prefix_0.json,dd_0328,1,0,yes,1,2.8434765338897705
24,train,bb_logical_deduction_five_objects_085_rollout_012_prefix_0.json,bb_logical_deduction_five_objects_085,12,0,yes,1,2.947920799255371
24,train,dd_0602_rollout_027_prefix_0.json,dd_0602,27,0,yes,1,3.2049386501312256
24,train,dd_0624_rollout_005_prefix_2.json,dd_0624,5,2,no,0,-1.7177222967147827
24,train,gpqa_chem_064_rollout_000_prefix_1.json,gpqa_chem_064,0,1,no,0,-2.575723171234131
24,train,race_26057_rollout_028_prefix_2.json,race_26057,28,2,no,0,-1.823025107383728
24,train,race_35513_rollout_027_prefix_2.json,race_35513,27,2,no,0,-2.459836959838867
24,train,dd_0792_rollout_024_prefix_0.json,dd_0792,24,0,yes,1,4.605981826782227
24,train,race_52379_rollout_013_prefix_2.json,race_52379,13,2,no,0,-1.6618163585662842
24,train,bb_date_understanding_017_rollout_029_prefix_3.json,bb_date_understanding_017,29,3,no,0,-2.2295773029327393
24,train,bb_reasoning_about_colored_objects_138_rollout_010_prefix_1.json,bb_reasoning_about_colored_objects_138,10,1,no,0,-2.997022867202759
24,train,dd_0576_rollout_013_prefix_0.json,dd_0576,13,0,yes,1,4.225362777709961
24,train,dd_0681_rollout_015_prefix_0.json,dd_0681,15,0,yes,1,3.308647871017456
24,train,race_9138_rollout_029_prefix_0.json,race_9138,29,0,yes,1,7.47591495513916
24,train,race_53012_rollout_021_prefix_0.json,race_53012,21,0,yes,1,3.3970205783843994
24,train,gpqa_chem_016_rollout_028_prefix_2.json,gpqa_chem_016,28,2,no,0,-1.9435280561447144
24,train,gpqa_chem_083_rollout_013_prefix_1.json,gpqa_chem_083,13,1,no,0,-2.4398295879364014
24,train,dd_0107_rollout_000_prefix_0.json,dd_0107,0,0,yes,1,2.8698318004608154
24,train,dd_1007_rollout_013_prefix_0.json,dd_1007,13,0,yes,1,6.576204776763916
24,train,dd_0669_rollout_011_prefix_0.json,dd_0669,11,0,yes,1,4.546835899353027
24,train,race_34918_rollout_026_prefix_0.json,race_34918,26,0,yes,1,3.550964832305908
24,train,dd_0959_rollout_009_prefix_0.json,dd_0959,9,0,no,0,-3.864232301712036
24,train,bb_logical_deduction_five_objects_223_rollout_013_prefix_1.json,bb_logical_deduction_five_objects_223,13,1,no,0,-1.5109857320785522
24,train,bb_tracking_shuffled_objects_five_objects_066_rollout_021_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,21,0,yes,1,7.717349529266357
24,train,dd_0044_rollout_016_prefix_1.json,dd_0044,16,1,yes,1,1.7591705322265625
24,train,dd_0959_rollout_002_prefix_0.json,dd_0959,2,0,yes,1,8.861640930175781
24,train,race_23457_rollout_027_prefix_1.json,race_23457,27,1,yes,1,2.8086318969726562
24,train,dd_0550_rollout_004_prefix_0.json,dd_0550,4,0,yes,1,4.4035234451293945
24,train,dd_1250_rollout_025_prefix_1.json,dd_1250,25,1,yes,1,3.1170029640197754
24,train,bb_web_of_lies_126_rollout_028_prefix_2.json,bb_web_of_lies_126,28,2,yes,1,1.5268629789352417
24,train,bb_logical_deduction_five_objects_173_rollout_026_prefix_2.json,bb_logical_deduction_five_objects_173,26,2,yes,1,1.9545897245407104
24,train,dd_0034_rollout_003_prefix_0.json,dd_0034,3,0,yes,1,6.4982075691223145
24,train,dd_0669_rollout_018_prefix_0.json,dd_0669,18,0,yes,1,3.292724370956421
24,train,race_1012_rollout_027_prefix_0.json,race_1012,27,0,yes,1,1.4114130735397339
24,train,bb_logical_deduction_five_objects_085_rollout_019_prefix_0.json,bb_logical_deduction_five_objects_085,19,0,yes,1,4.407999515533447
24,train,bb_reasoning_about_colored_objects_009_rollout_007_prefix_0.json,bb_reasoning_about_colored_objects_009,7,0,no,0,-2.5677554607391357
24,train,dd_0586_rollout_025_prefix_0.json,dd_0586,25,0,yes,1,1.9864381551742554
24,train,bb_logical_deduction_five_objects_046_rollout_014_prefix_1.json,bb_logical_deduction_five_objects_046,14,1,no,0,-1.6147539615631104
24,train,bb_tracking_shuffled_objects_five_objects_231_rollout_012_prefix_0.json,bb_tracking_shuffled_objects_five_objects_231,12,0,yes,1,5.232209205627441
24,train,dd_0090_rollout_013_prefix_1.json,dd_0090,13,1,yes,1,1.1012660264968872
24,train,dd_0357_rollout_013_prefix_0.json,dd_0357,13,0,yes,1,9.37855052947998
24,train,dd_0459_rollout_003_prefix_0.json,dd_0459,3,0,no,0,-3.566999673843384
24,train,dd_0847_rollout_009_prefix_0.json,dd_0847,9,0,yes,1,7.484967231750488
24,train,dd_1270_rollout_022_prefix_0.json,dd_1270,22,0,yes,1,2.956341505050659
24,train,bb_web_of_lies_192_rollout_027_prefix_2.json,bb_web_of_lies_192,27,2,no,0,-5.2720046043396
24,train,race_0354_rollout_001_prefix_14.json,race_0354,1,14,no,0,-1.2996597290039062
24,train,dd_0950_rollout_000_prefix_2.json,dd_0950,0,2,no,0,-2.2535829544067383
24,train,dd_0462_rollout_013_prefix_0.json,dd_0462,13,0,yes,1,7.714012622833252
24,train,dd_0797_rollout_011_prefix_0.json,dd_0797,11,0,yes,1,6.05042839050293
24,train,dd_1270_rollout_025_prefix_0.json,dd_1270,25,0,yes,1,8.640416145324707
24,train,race_61342_rollout_000_prefix_2.json,race_61342,0,2,no,0,-3.520411968231201
24,train,dd_0021_rollout_006_prefix_1.json,dd_0021,6,1,yes,1,3.5541603565216064
24,train,dd_0993_rollout_006_prefix_1.json,dd_0993,6,1,yes,1,3.3198132514953613
24,train,dd_0655_rollout_023_prefix_0.json,dd_0655,23,0,yes,1,10.356212615966797
24,train,dd_0941_rollout_004_prefix_0.json,dd_0941,4,0,yes,1,6.989506244659424
24,train,bb_causal_judgement_103_rollout_011_prefix_0.json,bb_causal_judgement_103,11,0,yes,1,6.388627052307129
24,train,dd_0011_rollout_004_prefix_2.json,dd_0011,4,2,yes,1,4.6715989112854
24,train,dd_1006_rollout_023_prefix_0.json,dd_1006,23,0,yes,1,8.413700103759766
24,train,dd_1284_rollout_012_prefix_0.json,dd_1284,12,0,yes,1,3.40644907951355
24,train,bb_tracking_shuffled_objects_five_objects_066_rollout_014_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,14,0,yes,1,1.5982013940811157
24,train,dd_0048_rollout_000_prefix_0.json,dd_0048,0,0,yes,1,5.840387344360352
24,train,race_27388_rollout_011_prefix_1.json,race_27388,11,1,no,0,-0.8650063872337341
24,train,gpqa_chem_121_rollout_018_prefix_0.json,gpqa_chem_121,18,0,yes,1,1.0647783279418945
24,train,dd_1346_rollout_028_prefix_1.json,dd_1346,28,1,yes,1,5.092654228210449
24,train,dd_0364_rollout_012_prefix_0.json,dd_0364,12,0,yes,1,4.845223903656006
24,train,dd_1192_rollout_016_prefix_0.json,dd_1192,16,0,yes,1,3.6360836029052734
24,train,dd_0011_rollout_018_prefix_0.json,dd_0011,18,0,yes,1,3.3267629146575928
24,train,dd_0667_rollout_008_prefix_1.json,dd_0667,8,1,no,0,-2.9336822032928467
24,train,dd_0993_rollout_013_prefix_0.json,dd_0993,13,0,yes,1,8.405180931091309
24,train,bb_causal_judgement_042_rollout_029_prefix_0.json,bb_causal_judgement_042,29,0,yes,1,5.454713344573975
24,train,dd_0993_rollout_027_prefix_0.json,dd_0993,27,0,yes,1,8.620017051696777
24,train,dd_1006_rollout_002_prefix_0.json,dd_1006,2,0,yes,1,7.566768169403076
24,train,race_0354_rollout_020_prefix_9.json,race_0354,20,9,no,0,-4.381605625152588
24,train,dd_1101_rollout_010_prefix_0.json,dd_1101,10,0,yes,1,5.772731781005859
24,train,race_24066_rollout_011_prefix_0.json,race_24066,11,0,yes,1,7.144040107727051
24,train,bb_logical_deduction_five_objects_173_rollout_026_prefix_0.json,bb_logical_deduction_five_objects_173,26,0,yes,1,2.757427453994751
24,train,race_60769_rollout_007_prefix_2.json,race_60769,7,2,no,0,-1.3799223899841309
24,train,dd_0231_rollout_019_prefix_0.json,dd_0231,19,0,yes,1,4.4838786125183105
24,train,dd_0633_rollout_006_prefix_0.json,dd_0633,6,0,yes,1,2.1432158946990967
24,train,dd_1038_rollout_009_prefix_0.json,dd_1038,9,0,yes,1,3.049572229385376
24,train,dd_0121_rollout_004_prefix_0.json,dd_0121,4,0,yes,1,2.937363386154175
24,train,dd_0011_rollout_004_prefix_0.json,dd_0011,4,0,yes,1,5.678330421447754
24,train,dd_0057_rollout_006_prefix_0.json,dd_0057,6,0,yes,1,8.370566368103027
24,train,dd_1186_rollout_003_prefix_0.json,dd_1186,3,0,yes,1,3.8375375270843506
24,train,race_24066_rollout_021_prefix_0.json,race_24066,21,0,yes,1,2.610243558883667
24,train,race_61342_rollout_006_prefix_0.json,race_61342,6,0,yes,1,4.725752353668213
24,train,dd_0986_rollout_013_prefix_0.json,dd_0986,13,0,yes,1,1.9497824907302856
24,train,dd_1115_rollout_005_prefix_0.json,dd_1115,5,0,yes,1,3.240086078643799
24,train,race_1766_rollout_008_prefix_0.json,race_1766,8,0,yes,1,1.9743601083755493
24,train,bb_logical_deduction_five_objects_178_rollout_007_prefix_1.json,bb_logical_deduction_five_objects_178,7,1,no,0,-5.8992018699646
24,train,gpqa_chem_009_rollout_017_prefix_0.json,gpqa_chem_009,17,0,yes,1,4.900249004364014
24,train,bb_logical_deduction_five_objects_005_rollout_023_prefix_1.json,bb_logical_deduction_five_objects_005,23,1,no,0,-2.4129631519317627
24,train,dd_0508_rollout_010_prefix_0.json,dd_0508,10,0,yes,1,9.513397216796875
24,train,race_26278_rollout_021_prefix_0.json,race_26278,21,0,yes,1,2.0176053047180176
24,train,gpqa_chem_162_rollout_017_prefix_1.json,gpqa_chem_162,17,1,no,0,-3.419675588607788
24,train,dd_0231_rollout_024_prefix_2.json,dd_0231,24,2,yes,1,5.0960774421691895
24,train,gpqa_chem_103_rollout_018_prefix_2.json,gpqa_chem_103,18,2,no,0,-4.115156650543213
24,train,gpqa_chem_103_rollout_010_prefix_2.json,gpqa_chem_103,10,2,no,0,-6.6783366203308105
24,train,race_58589_rollout_006_prefix_2.json,race_58589,6,2,no,0,-4.013466835021973
24,train,dd_1159_rollout_017_prefix_2.json,dd_1159,17,2,yes,1,2.1495916843414307
24,train,dd_0974_rollout_004_prefix_0.json,dd_0974,4,0,yes,1,3.7147269248962402
24,train,dd_0190_rollout_012_prefix_0.json,dd_0190,12,0,yes,1,2.8643622398376465
24,train,bb_reasoning_about_colored_objects_174_rollout_018_prefix_0.json,bb_reasoning_about_colored_objects_174,18,0,yes,1,2.5512194633483887
24,train,race_12137_rollout_015_prefix_2.json,race_12137,15,2,yes,1,3.3608531951904297
24,train,race_43041_rollout_025_prefix_25.json,race_43041,25,25,no,0,-4.9828715324401855
24,train,bb_date_understanding_229_rollout_016_prefix_2.json,bb_date_understanding_229,16,2,no,0,-3.838704824447632
24,train,dd_0850_rollout_007_prefix_1.json,dd_0850,7,1,no,0,-3.2603843212127686
24,train,gpqa_chem_108_rollout_009_prefix_1.json,gpqa_chem_108,9,1,no,0,-3.5645434856414795
24,train,gpqa_chem_033_rollout_026_prefix_1.json,gpqa_chem_033,26,1,no,0,-2.54394793510437
24,train,gpqa_chem_044_rollout_008_prefix_0.json,gpqa_chem_044,8,0,yes,1,2.5772464275360107
24,train,race_23792_rollout_027_prefix_0.json,race_23792,27,0,yes,1,2.99574613571167
24,train,gpqa_chem_149_rollout_008_prefix_1.json,gpqa_chem_149,8,1,no,0,-2.201298952102661
24,train,race_24066_rollout_017_prefix_1.json,race_24066,17,1,no,0,-1.4231406450271606
24,train,gpqa_chem_070_rollout_018_prefix_6.json,gpqa_chem_070,18,6,no,0,-5.054716110229492
24,train,bb_web_of_lies_055_rollout_005_prefix_0.json,bb_web_of_lies_055,5,0,yes,1,2.292482614517212
24,train,dd_0190_rollout_006_prefix_2.json,dd_0190,6,2,yes,1,1.4097739458084106
24,train,dd_0984_rollout_012_prefix_0.json,dd_0984,12,0,yes,1,3.2423174381256104
24,train,dd_0021_rollout_027_prefix_0.json,dd_0021,27,0,yes,1,2.972184658050537
24,train,dd_0143_rollout_018_prefix_0.json,dd_0143,18,0,yes,1,5.428534030914307
24,train,bb_logical_deduction_five_objects_173_rollout_020_prefix_0.json,bb_logical_deduction_five_objects_173,20,0,yes,1,3.2881977558135986
24,train,race_20179_rollout_024_prefix_8.json,race_20179,24,8,no,0,-9.652007102966309
24,train,dd_0510_rollout_004_prefix_0.json,dd_0510,4,0,yes,1,2.438119411468506
